Subject,Story,Level,Context,Prediction,T_val
97,podcast,2,Non-Social,90.0,30.0
97,podcast,3,Non-Social,60.0,55.0
97,podcast,4,Non-Social,90.0,75.0
97,podcast,5,Non-Social,120.0,105.0
98,podcast,1,Non-Social,30.0,15.0
98,podcast,2,Non-Social,60.0,30.0
98,podcast,3,Non-Social,120.0,55.0
98,podcast,4,Non-Social,120.0,75.0
98,podcast,5,Non-Social,120.0,105.0
99,podcast,1,Non-Social,40.0,15.0
99,podcast,2,Non-Social,40.0,30.0
99,podcast,3,Non-Social,60.0,55.0
99,podcast,4,Non-Social,80.0,75.0
99,podcast,5,Non-Social,120.0,105.0
100,podcast,1,Non-Social,20.0,15.0
100,podcast,2,Non-Social,45.0,30.0
100,podcast,3,Non-Social,60.0,55.0
100,podcast,4,Non-Social,90.0,75.0
100,podcast,5,Non-Social,120.0,105.0
101,podcast,1,Non-Social,45.0,15.0
101,podcast,2,Non-Social,60.0,30.0
101,podcast,3,Non-Social,120.0,55.0
101,podcast,4,Non-Social,170.0,75.0
101,podcast,5,Non-Social,230.0,105.0
102,podcast,1,Non-Social,120.0,15.0
102,podcast,2,Non-Social,120.0,30.0
102,podcast,3,Non-Social,120.0,55.0
102,podcast,4,Non-Social,120.0,75.0
102,podcast,5,Non-Social,120.0,105.0
103,podcast,1,Non-Social,30.0,15.0
103,podcast,2,Non-Social,30.0,30.0
103,podcast,3,Non-Social,60.0,55.0
103,podcast,4,Non-Social,80.0,75.0
103,podcast,5,Non-Social,110.0,105.0
104,podcast,1,Non-Social,30.0,15.0
104,podcast,2,Non-Social,60.0,30.0
104,podcast,3,Non-Social,60.0,55.0
104,podcast,4,Non-Social,115.0,75.0
104,podcast,5,Non-Social,120.0,105.0
105,podcast,1,Non-Social,45.0,15.0
105,podcast,2,Non-Social,45.0,30.0
105,podcast,3,Non-Social,90.0,55.0
105,podcast,4,Non-Social,120.0,75.0
105,podcast,5,Non-Social,120.0,105.0
106,podcast,1,Non-Social,20.0,15.0
106,podcast,2,Non-Social,60.0,30.0
106,podcast,3,Non-Social,60.0,55.0
106,podcast,4,Non-Social,90.0,75.0
106,podcast,5,Non-Social,105.0,105.0
107,podcast,1,Non-Social,45.0,15.0
107,podcast,2,Non-Social,45.0,30.0
107,podcast,3,Non-Social,60.0,55.0
107,podcast,4,Non-Social,90.0,75.0
107,podcast,5,Non-Social,120.0,105.0
108,podcast,1,Non-Social,45.0,15.0
108,podcast,2,Non-Social,30.0,30.0
108,podcast,3,Non-Social,56.0,55.0
108,podcast,4,Non-Social,76.0,75.0
108,podcast,5,Non-Social,120.0,105.0
109,podcast,1,Non-Social,45.0,15.0
109,podcast,2,Non-Social,60.0,30.0
109,podcast,3,Non-Social,65.0,55.0
109,podcast,4,Non-Social,75.0,75.0
109,podcast,5,Non-Social,120.0,105.0
110,podcast,1,Non-Social,45.0,15.0
110,podcast,2,Non-Social,45.0,30.0
110,podcast,3,Non-Social,60.0,55.0
110,podcast,4,Non-Social,90.0,75.0
110,podcast,5,Non-Social,120.0,105.0
111,podcast,1,Non-Social,75.0,15.0
111,podcast,2,Non-Social,75.0,30.0
111,podcast,3,Non-Social,75.0,55.0
111,podcast,4,Non-Social,90.0,75.0
111,podcast,5,Non-Social,120.0,105.0
112,podcast,1,Non-Social,60.0,15.0
112,podcast,2,Non-Social,60.0,30.0
112,podcast,3,Non-Social,60.0,55.0
112,podcast,4,Non-Social,90.0,75.0
112,podcast,5,Non-Social,120.0,105.0
113,podcast,1,Non-Social,180.0,15.0
113,podcast,2,Non-Social,180.0,30.0
113,podcast,3,Non-Social,180.0,55.0
113,podcast,4,Non-Social,180.0,75.0
113,podcast,5,Non-Social,180.0,105.0
114,podcast,1,Non-Social,60.0,15.0
114,podcast,2,Non-Social,45.0,30.0
114,podcast,3,Non-Social,60.0,55.0
114,podcast,4,Non-Social,80.0,75.0
114,podcast,5,Non-Social,115.0,105.0
115,podcast,1,Non-Social,30.0,15.0
115,podcast,2,Non-Social,60.0,30.0
115,podcast,3,Non-Social,60.0,55.0
115,podcast,4,Non-Social,90.0,75.0
115,podcast,5,Non-Social,110.0,105.0
116,podcast,1,Non-Social,45.0,15.0
116,podcast,2,Non-Social,45.0,30.0
116,podcast,3,Non-Social,60.0,55.0
116,podcast,4,Non-Social,80.0,75.0
116,podcast,5,Non-Social,120.0,105.0
117,podcast,1,Non-Social,60.0,15.0
117,podcast,2,Non-Social,60.0,30.0
117,podcast,3,Non-Social,70.0,55.0
117,podcast,4,Non-Social,90.0,75.0
117,podcast,5,Non-Social,120.0,105.0
118,podcast,1,Non-Social,30.0,15.0
118,podcast,2,Non-Social,35.0,30.0
118,podcast,3,Non-Social,60.0,55.0
118,podcast,4,Non-Social,80.0,75.0
118,podcast,5,Non-Social,120.0,105.0
119,podcast,1,Non-Social,30.0,15.0
119,podcast,2,Non-Social,60.0,30.0
119,podcast,3,Non-Social,90.0,55.0
119,podcast,4,Non-Social,120.0,75.0
119,podcast,5,Non-Social,120.0,105.0
120,podcast,1,Non-Social,30.0,15.0
120,podcast,2,Non-Social,60.0,30.0
120,podcast,3,Non-Social,60.0,55.0
120,podcast,4,Non-Social,90.0,75.0
120,podcast,5,Non-Social,120.0,105.0
121,podcast,1,Non-Social,15.0,15.0
121,podcast,2,Non-Social,30.0,30.0
121,podcast,3,Non-Social,55.0,55.0
121,podcast,4,Non-Social,75.0,75.0
121,podcast,5,Non-Social,120.0,105.0
122,podcast,1,Non-Social,60.0,15.0
122,podcast,2,Non-Social,30.0,30.0
122,podcast,3,Non-Social,60.0,55.0
122,podcast,4,Non-Social,120.0,75.0
122,podcast,5,Non-Social,120.0,105.0
123,podcast,1,Non-Social,45.0,15.0
123,podcast,2,Non-Social,60.0,30.0
123,podcast,3,Non-Social,90.0,55.0
123,podcast,4,Non-Social,120.0,75.0
123,podcast,5,Non-Social,150.0,105.0
124,podcast,1,Non-Social,45.0,15.0
124,podcast,2,Non-Social,45.0,30.0
124,podcast,3,Non-Social,70.0,55.0
124,podcast,4,Non-Social,120.0,75.0
124,podcast,5,Non-Social,120.0,105.0
125,podcast,1,Non-Social,40.0,15.0
125,podcast,2,Non-Social,45.0,30.0
125,podcast,3,Non-Social,70.0,55.0
125,podcast,4,Non-Social,90.0,75.0
125,podcast,5,Non-Social,120.0,105.0
126,podcast,1,Non-Social,25.0,15.0
126,podcast,2,Non-Social,60.0,30.0
126,podcast,3,Non-Social,120.0,55.0
126,podcast,4,Non-Social,120.0,75.0
126,podcast,5,Non-Social,160.0,105.0
127,podcast,1,Non-Social,40.0,15.0
127,podcast,2,Non-Social,45.0,30.0
127,podcast,3,Non-Social,90.0,55.0
127,podcast,4,Non-Social,90.0,75.0
127,podcast,5,Non-Social,120.0,105.0
128,podcast,1,Non-Social,30.0,15.0
128,podcast,2,Non-Social,60.0,30.0
128,podcast,3,Non-Social,90.0,55.0
128,podcast,4,Non-Social,120.0,75.0
128,podcast,5,Non-Social,120.0,105.0
129,podcast,1,Non-Social,60.0,15.0
129,podcast,2,Non-Social,60.0,30.0
129,podcast,3,Non-Social,60.0,55.0
129,podcast,4,Non-Social,120.0,75.0
129,podcast,5,Non-Social,120.0,105.0
130,podcast,1,Non-Social,20.0,15.0
130,podcast,2,Non-Social,90.0,30.0
130,podcast,3,Non-Social,65.0,55.0
130,podcast,4,Non-Social,75.0,75.0
130,podcast,5,Non-Social,105.0,105.0
131,podcast,1,Non-Social,50.0,15.0
131,podcast,2,Non-Social,60.0,30.0
131,podcast,3,Non-Social,60.0,55.0
131,podcast,4,Non-Social,120.0,75.0
131,podcast,5,Non-Social,150.0,105.0
132,podcast,1,Non-Social,22.0,15.0
132,podcast,2,Non-Social,45.0,30.0
132,podcast,3,Non-Social,107.0,55.0
132,podcast,4,Non-Social,123.0,75.0
132,podcast,5,Non-Social,130.0,105.0
133,podcast,1,Non-Social,50.0,15.0
133,podcast,2,Non-Social,50.0,30.0
133,podcast,3,Non-Social,70.0,55.0
133,podcast,4,Non-Social,85.0,75.0
133,podcast,5,Non-Social,110.0,105.0
134,podcast,1,Non-Social,30.0,15.0
134,podcast,2,Non-Social,60.0,30.0
134,podcast,3,Non-Social,70.0,55.0
134,podcast,4,Non-Social,90.0,75.0
134,podcast,5,Non-Social,120.0,105.0
135,podcast,1,Non-Social,60.0,15.0
135,podcast,2,Non-Social,60.0,30.0
135,podcast,3,Non-Social,60.0,55.0
135,podcast,4,Non-Social,90.0,75.0
135,podcast,5,Non-Social,150.0,105.0
136,podcast,1,Non-Social,150.0,15.0
136,podcast,2,Non-Social,155.0,30.0
136,podcast,3,Non-Social,150.0,55.0
136,podcast,4,Non-Social,150.0,75.0
136,podcast,5,Non-Social,150.0,105.0
137,podcast,1,Non-Social,45.0,15.0
137,podcast,2,Non-Social,47.0,30.0
137,podcast,3,Non-Social,60.0,55.0
137,podcast,4,Non-Social,75.0,75.0
137,podcast,5,Non-Social,110.0,105.0
138,podcast,1,Non-Social,30.0,15.0
138,podcast,2,Non-Social,45.0,30.0
138,podcast,3,Non-Social,60.0,55.0
138,podcast,4,Non-Social,80.0,75.0
138,podcast,5,Non-Social,120.0,105.0
139,podcast,1,Non-Social,30.0,15.0
139,podcast,2,Non-Social,45.0,30.0
139,podcast,3,Non-Social,65.0,55.0
139,podcast,4,Non-Social,90.0,75.0
139,podcast,5,Non-Social,125.0,105.0
140,podcast,1,Non-Social,18.0,15.0
140,podcast,2,Non-Social,44.0,30.0
140,podcast,3,Non-Social,60.0,55.0
140,podcast,4,Non-Social,88.0,75.0
140,podcast,5,Non-Social,120.0,105.0
141,podcast,1,Non-Social,45.0,15.0
141,podcast,2,Non-Social,45.0,30.0
141,podcast,3,Non-Social,120.0,55.0
141,podcast,4,Non-Social,120.0,75.0
141,podcast,5,Non-Social,120.0,105.0
142,podcast,1,Non-Social,30.0,15.0
142,podcast,2,Non-Social,45.0,30.0
142,podcast,3,Non-Social,60.0,55.0
142,podcast,4,Non-Social,100.0,75.0
142,podcast,5,Non-Social,120.0,105.0
143,podcast,1,Non-Social,30.0,15.0
143,podcast,2,Non-Social,60.0,30.0
143,podcast,3,Non-Social,60.0,55.0
143,podcast,4,Non-Social,120.0,75.0
143,podcast,5,Non-Social,120.0,105.0
144,podcast,1,Non-Social,35.0,15.0
144,podcast,2,Non-Social,45.0,30.0
144,podcast,3,Non-Social,90.0,55.0
144,podcast,4,Non-Social,120.0,75.0
144,podcast,5,Non-Social,120.0,105.0
145,podcast,1,Non-Social,60.0,15.0
145,podcast,2,Non-Social,75.0,30.0
145,podcast,3,Non-Social,55.0,55.0
145,podcast,4,Non-Social,75.0,75.0
145,podcast,5,Non-Social,105.0,105.0
146,podcast,1,Non-Social,60.0,15.0
146,podcast,2,Non-Social,60.0,30.0
146,podcast,3,Non-Social,120.0,55.0
146,podcast,4,Non-Social,120.0,75.0
146,podcast,5,Non-Social,120.0,105.0
147,podcast,1,Non-Social,30.0,15.0
147,podcast,2,Non-Social,60.0,30.0
147,podcast,3,Non-Social,60.0,55.0
147,podcast,4,Non-Social,90.0,75.0
147,podcast,5,Non-Social,120.0,105.0
148,podcast,1,Non-Social,30.0,15.0
148,podcast,2,Non-Social,45.0,30.0
148,podcast,3,Non-Social,60.0,55.0
148,podcast,4,Non-Social,90.0,75.0
148,podcast,5,Non-Social,120.0,105.0
149,podcast,1,Non-Social,45.0,15.0
149,podcast,2,Non-Social,45.0,30.0
149,podcast,3,Non-Social,70.0,55.0
149,podcast,4,Non-Social,80.0,75.0
149,podcast,5,Non-Social,115.0,105.0
